id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/phx4f5ggxz4,"The finite primitive groups with soluble stabilizers, and the edge‐primitive s‐arc transitive graphs",Proceedings of the London Mathematical Society,2011,10.1112/plms/pdr004,article,portico,2011-09-01,3,103,http://doi.org/10.1112/plms/pdr004,Li Cai Heng; Zhang Hua,"John Wiley & Sons, Inc.",eng,441,472,,18543,32,unigram; bigram; trigram
ark://27927/phzcjbk3s2p,Issue Information,Transactions of the London Mathematical Society,2019,10.1112/tlm3.12014,article,portico,2019-12-01,1,6,http://doi.org/10.1112/tlm3.12014,,"John Wiley & Sons, Inc.",eng,i,iii,,893,3,unigram; bigram; trigram
http://www.jstor.org/stable/20721733,ON THE DEGREE OF RAPID DECAY,Proceedings of the American Mathematical Society,2010,,article,jstor,2010-07-01,7,138,http://www.jstor.org/stable/20721733,BOGDAN NICA,American Mathematical Society,eng,2341,2347,,2567,7,unigram; bigram; trigram
http://www.jstor.org/stable/43302872,MEASURE PRESERVING WORDS ARE PRIMITIVE,Journal of the American Mathematical Society,2015,,article,jstor,2015-01-01,1,28,http://www.jstor.org/stable/43302872,DORON PUDER; ORI PARZANCHEVSKI,American Mathematical Society,eng,63,97,,17527,35,unigram; bigram; trigram
ark://27927/phzq1z2x2s,Front Matter,Bulletin of the London Mathematical Society,2015,10.1112/j.1469-2120.2015.tb00544.x,article,portico,2015-02-01,1,47,http://doi.org/10.1112/j.1469-2120.2015.tb00544.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1746,2,unigram; bigram; trigram
ark://27927/phx4djz642g,The integral Novikov conjectures for linear groups containing torsion elements,Journal of Topology,2008,10.1112/jtopol/jtm002,article,portico,2008-04-01,2,1,http://doi.org/10.1112/jtopol/jtm002,Ji Lizhen,"John Wiley & Sons, Inc.",eng,306,316,,7039,11,unigram; bigram; trigram
http://www.jstor.org/stable/3073045,Solvable Groups with Polynomial Dehn Functions,Transactions of the American Mathematical Society,2002,,article,jstor,2002-08-01,,8,http://www.jstor.org/stable/3073045,G. N. Arzhantseva; D. V. Osin,American Mathematical Society,eng,3329,3348,,9857,20,unigram; bigram; trigram
ark://27927/phzb2cjwjtm,Amenability versus non‐exactness of dense subgroups of a compact group,Journal of the London Mathematical Society,2019,10.1112/jlms.12229,article,portico,2019-10-01,2,100,http://doi.org/10.1112/jlms.12229,Masato Mimura,"John Wiley & Sons, Inc.",eng,592,622,,18961,31,unigram; bigram; trigram
ark://27927/phzjm95kpmd,GMJ volume 63 issue 1 Cover and Front matter,Glasgow Mathematical Journal,2021,10.1017/S0017089520000580,article,portico,1921-01-01,1,63,http://doi.org/10.1017/S0017089520000580,,Cambridge University Press,eng,f1,f2,,1789,2,unigram; bigram; trigram
ark://27927/phz1d2nj0hv,Front Matter,Proceedings of the London Mathematical Society,2015,10.1112/j.1460-244X.2015.tb00765.x,article,portico,2015-12-01,6,111,http://doi.org/10.1112/j.1460-244X.2015.tb00765.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1607,2,unigram; bigram; trigram
ark://27927/pbd6gfw278,Frontmatter,Surveys in Geometry and Number TheorySurveys in Geometry and Number Theory,2009,,chapter,portico,2009-01-01,,,,Nicholas Young,Cambridge University Press,eng,i,iv,,1910,4,unigram; bigram; trigram
ark://27927/pbd6g0c46m,On Subgroups of Coxeter Groups,Geometry and Cohomology in Group TheoryGeometry and Cohomology in Group Theory,2009,10.1017/CBO9780511666131.010,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511666131.010,Peter H. Kropholler; Graham A. Niblo; Ralph Stöhr,Cambridge University Press,eng,124,160,,16300,37,unigram; bigram; trigram
ark://27927/phzq882zjw,Back Matter,Proceedings of the London Mathematical Society,2012,10.1112/j.1460-244X.2012.tb00638.x,article,portico,2012-06-01,6,104,http://doi.org/10.1112/j.1460-244X.2012.tb00638.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,4260,5,unigram; bigram; trigram
ark://27927/pbd68jszm4,1 Lie Methods in Growth of Groups and Groups of Finite Width,Computational and Geometric Aspects of Modern AlgebraComputational and Geometric Aspects of Modern Algebra,2009,10.1017/CBO9780511600609.002,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511600609.002,Michael Atkinson; Nick Gilbert; James Howie; Steve Linton; Edmund Robertson,Cambridge University Press,eng,1,27,,11157,27,unigram; bigram; trigram
ark://27927/phx4fd8kfhc,WORD PROCESSING IN GROUPS,Bulletin of the London Mathematical Society,1993,10.1112/blms/25.6.614,article,portico,1993-11-01,6,25,http://doi.org/10.1112/blms/25.6.614,Cohen D. E.,"John Wiley & Sons, Inc.",eng,614,616,,1742,3,unigram; bigram; trigram
ark://27927/pbd6d75gxr,Frontmatter,Representation Theory and Algebraic GeometryRepresentation Theory and Algebraic Geometry,2009,,chapter,portico,2009-01-01,,,,A. Martsinkovsky; G. Todorov,Cambridge University Press,eng,i,iv,,1624,4,unigram; bigram; trigram
http://www.jstor.org/stable/41524990,SPLITTINGS AND THE ASYMPTOTIC TOPOLOGY OF THE LAMPLIGHTER GROUP,Transactions of the American Mathematical Society,2012,,article,jstor,2012-07-01,7,364,http://www.jstor.org/stable/41524990,PANOS PAPASOGLU,American Mathematical Society,eng,3861,3873,,7974,13,unigram; bigram; trigram
ark://27927/pbd6c8t35m,Constructing non-positively curved spaces and groups,Geometric and Cohomological Methods in Group TheoryGeometric and Cohomological Methods in Group Theory,2009,10.1017/CBO9781139107099.005,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781139107099.005,Martin R. Bridson; Peter H. Kropholler; Ian J. Leary,Cambridge University Press,eng,162,224,,23730,63,unigram; bigram; trigram
ark://27927/phzcdhg5mr9,Groups with infinitely many ends acting analytically on the circle,Journal of Topology,2019,10.1112/topo.12118,article,portico,2019-12-01,4,12,http://doi.org/10.1112/topo.12118,Andrés Navas; Carlos Meniño Cotón; Michele Triestino; Sébastien Alvarez; Dmitry Filimonov; Dominique Malicet; Victor Kleptsyn,"John Wiley & Sons, Inc.",eng,1315,1367,,28963,53,unigram; bigram; trigram
http://www.jstor.org/stable/23757237,Quantitative geometry,Proceedings of the National Academy of Sciences of the United States of America,2013,,article,jstor,2013-11-26,48,110,http://www.jstor.org/stable/23757237,Assaf Naor,National Academy of Sciences,eng,19202,19205,,9944,4,unigram; bigram; trigram
ark://27927/phzq35jz0r,Front Matter,Journal of the London Mathematical Society,2011,10.1112/j.1469-7750.2011.tb09279.x,article,portico,2011-08-01,1,84,http://doi.org/10.1112/j.1469-7750.2011.tb09279.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1707,2,unigram; bigram; trigram
ark://27927/phx4f4kwp0s,Equivariant K‐homology for some Coxeter groups,Journal of the London Mathematical Society,2007,10.1112/jlms/jdm035,article,portico,2007-06-01,3,75,http://doi.org/10.1112/jlms/jdm035,Sánchez-García Rubén J.,"John Wiley & Sons, Inc.",eng,773,790,,8099,18,unigram; bigram; trigram
ark://27927/phzvkd9346,Front Matter,Proceedings of the London Mathematical Society,2011,10.1112/j.1460-244X.2011.tb00603.x,article,portico,2011-06-01,6,102,http://doi.org/10.1112/j.1460-244X.2011.tb00603.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1632,2,unigram; bigram; trigram
http://www.jstor.org/stable/44239944,Front Matter,The Rocky Mountain Journal of Mathematics,2010,,article,jstor,2010-01-01,6,40,http://www.jstor.org/stable/44239944,,Rocky Mountain Mathematics Consortium,eng,,,,677,12,unigram; bigram; trigram
ark://27927/phzvkfk1bb,Front Matter,Proceedings of the London Mathematical Society,2012,10.1112/j.1460-244X.2012.tb00654.x,article,portico,2012-11-01,5,105,http://doi.org/10.1112/j.1460-244X.2012.tb00654.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1638,2,unigram; bigram; trigram
ark://27927/phzq1wnvgt,Back Matter,Bulletin of the London Mathematical Society,2011,10.1112/j.1469-2120.2011.tb00474.x,article,portico,2011-02-01,1,43,http://doi.org/10.1112/j.1469-2120.2011.tb00474.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1834,2,unigram; bigram; trigram
ark://27927/phzvkh78wb,Front Matter,Proceedings of the London Mathematical Society,2015,10.1112/j.1460-244X.2015.tb00747.x,article,portico,2015-06-01,6,110,http://doi.org/10.1112/j.1460-244X.2015.tb00747.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1554,2,unigram; bigram; trigram
ark://27927/phz5zsxqxk2,"The primitivity index function for a free group, and untangling closed curves on hyperbolic surfaces. With the appendix by Khalid Bou–Rabee",Mathematical Proceedings of the Cambridge Philosophical Society,2017,10.1017/S0305004117000755,article,portico,2017-10-17,1,166,http://doi.org/10.1017/S0305004117000755,ILYA KAPOVICH; NEHA GUPTA,Cambridge University Press,eng,83,121,,25132,39,unigram; bigram; trigram
ark://27927/phx4fgwwcqw,Orbit equivalence rigidity of equicontinuous systems,Journal of the London Mathematical Society,2016,10.1112/jlms/jdw047,article,portico,2016-10-01,2,94,http://doi.org/10.1112/jlms/jdw047,Cortez María Isabel; Medynets Konstantin,"John Wiley & Sons, Inc.",eng,545,556,,7185,12,unigram; bigram; trigram
http://www.jstor.org/stable/119471,On a Theorem of Scott and Swarup,Proceedings of the American Mathematical Society,1999,,article,jstor,1999-06-01,6,127,http://www.jstor.org/stable/119471,Mahan Mitra,American Mathematical Society,eng,1625,1631,,3690,7,unigram; bigram; trigram
ark://27927/pbd6fvsffx,Frontmatter,Groups 93 Galway / St AndrewsGroups '93 Galway / St Andrews,2009,,chapter,portico,2009-01-01,,,,C. M. Campbell; E. F. Robertson; T. C. Hurley; S. J. Tobin; J. J. Ward,Cambridge University Press,eng,i,iv,,1423,4,unigram; bigram; trigram
ark://27927/phz6pv9j55q,JMJ volume 12 issue 1 Cover and Front matter,Journal of the Institute of Mathematics of Jussieu,2012,10.1017/S1474748012000849,article,portico,2012-11-30,1,12,http://doi.org/10.1017/S1474748012000849,,Cambridge University Press,eng,f1,f2,,2021,2,unigram; bigram; trigram
ark://27927/phzvkcj6x8,Back Matter,Proceedings of the London Mathematical Society,2011,10.1112/j.1460-244X.2011.tb00590.x,article,portico,2011-02-01,2,102,http://doi.org/10.1112/j.1460-244X.2011.tb00590.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1450,1,unigram; bigram; trigram
ark://27927/phx4djz648s,Dimension of asymptotic cones of Lie groups,Journal of Topology,2008,10.1112/jtopol/jtm013,article,portico,2008-04-01,2,1,http://doi.org/10.1112/jtopol/jtm013,de Cornulier Yves,"John Wiley & Sons, Inc.",eng,342,361,,11419,20,unigram; bigram; trigram
ark://27927/phzvkhs4v2,Back Matter,Proceedings of the London Mathematical Society,2016,10.1112/j.1460-244X.2016.tb00773.x,article,portico,2016-03-01,3,112,http://doi.org/10.1112/j.1460-244X.2016.tb00773.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1435,1,unigram; bigram; trigram
ark://27927/phzvjs0nwf,Back Matter,Journal of the London Mathematical Society,2013,10.1112/j.1469-7750.2013.tb09316.x,article,portico,2013-10-01,2,88,http://doi.org/10.1112/j.1469-7750.2013.tb09316.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1741,2,unigram; bigram; trigram
http://www.jstor.org/stable/30037547,Tolstoy's Integration Metaphor from War and Peace,The American Mathematical Monthly,2005,,article,jstor,2005-08-01,7,112,http://www.jstor.org/stable/30037547,Stephen T. Ahearn,Mathematical Association of America,eng,631,638,,4587,8,unigram; bigram; trigram
http://www.jstor.org/stable/44239702,Front Matter,The Rocky Mountain Journal of Mathematics,2009,,article,jstor,2009-01-01,3,39,http://www.jstor.org/stable/44239702,,Rocky Mountain Mathematics Consortium,eng,,,,677,13,unigram; bigram; trigram
ark://27927/phw231b6smf,MTK volume 62 Issue 2 Cover and Back matter,Mathematika,2016,10.1112/S0025579315000467,article,portico,2016-04-28,2,62,http://doi.org/10.1112/S0025579315000467,,Cambridge University Press,eng,b1,b6,,1648,6,unigram; bigram; trigram
http://www.jstor.org/stable/1558823,On Random Walks on Wreath Products,The Annals of Probability,2002,,article,jstor,2002-04-01,,2,http://www.jstor.org/stable/1558823,C. Pittet; L. Saloff-Coste,Institute of Mathematical Statistics,eng,948,977,,10975,30,unigram; bigram; trigram
ark://27927/pbd69pzz03,Frontmatter,Methods in Banach Space TheoryMethods in Banach Space Theory,2009,,chapter,portico,2009-01-01,,,,Jesus M. F. Castillo; William B. Johnson,Cambridge University Press,eng,i,iv,,1909,4,unigram; bigram; trigram
http://www.jstor.org/stable/24716733,NUCLEARITY RELATED PROPERTIES IN OPERATOR SYSTEMS,Journal of Operator Theory,2014,,article,jstor,2014-01-01,1,71,http://www.jstor.org/stable/24716733,ALİ Ş. KAVRUK,Theta Foundation,eng,95,156,,29206,62,unigram; bigram; trigram
ark://27927/phx4fq0tmfc,Cocompactly cubulated crystallographic groups,Journal of the London Mathematical Society,2014,10.1112/jlms/jdu017,article,portico,2014-08-01,1,90,http://doi.org/10.1112/jlms/jdu017,Hagen Mark F.,"John Wiley & Sons, Inc.",eng,140,166,,16370,27,unigram; bigram; trigram
ark://27927/phzcq50pv3p,MTK volume 60 issue 1 Cover and Front matter,Mathematika,2014,10.1112/S0025579314000011,article,portico,2014-01-01,1,60,http://doi.org/10.1112/S0025579314000011,,"John Wiley & Sons, Inc.",eng,f1,f2,,380,2,unigram; bigram; trigram
http://www.jstor.org/stable/24507133,VIRTUALLY SPLITTING THE MAP FROM Aut(G) TO Out(G),Proceedings of the American Mathematical Society,2015,,article,jstor,2015-02-01,2,143,http://www.jstor.org/stable/24507133,MATHIEU CARETTE,American Mathematical Society,eng,543,554,,5913,12,unigram; bigram; trigram
http://www.jstor.org/stable/40590692,FIBRATIONS AND FUNDAMENTAL GROUPS OF KÄHLER-WEYL MANIFOLDS,Proceedings of the American Mathematical Society,2010,,article,jstor,2010-03-01,3,138,http://www.jstor.org/stable/40590692,G. KOKAREV; D. KOTSCHICK,American Mathematical Society,eng,997,1010,,7102,14,unigram; bigram; trigram
http://www.jstor.org/stable/24899095,EIGENSPACE ARRANGEMENTS OF REFLECTION GROUPS,Transactions of the American Mathematical Society,2015,,article,jstor,2015-12-01,12,367,http://www.jstor.org/stable/24899095,ALEXANDER R. MILLER,American Mathematical Society,eng,8543,8578,,15900,36,unigram; bigram; trigram
http://www.jstor.org/stable/23470866,Coarse differentiation of quasi-isometries II: Rigidity for Sol and lamplighter groups,Annals of Mathematics,2013,,article,jstor,2013-05-01,3,177,http://www.jstor.org/stable/23470866,Alex Eskin; David Fisher; Kevin Whyte,Annals of Mathematics,eng,869,910,,18225,42,unigram; bigram; trigram
http://www.jstor.org/stable/1194079,There Is No Separable Universal II<sub>1</sub>-Factor,Proceedings of the American Mathematical Society,2004,,article,jstor,2004-02-01,2,132,http://www.jstor.org/stable/1194079,Narutaka Ozawa,American Mathematical Society,eng,487,490,,2132,4,unigram; bigram; trigram
http://www.jstor.org/stable/44240076,Front Matter,The Rocky Mountain Journal of Mathematics,2012,,article,jstor,2012-01-01,3,42,http://www.jstor.org/stable/44240076,,Rocky Mountain Mathematics Consortium,eng,,,,652,9,unigram; bigram; trigram
ark://27927/phzvkkf410,Front Matter,Proceedings of the London Mathematical Society,2009,10.1112/j.1460-244X.2009.tb00564.x,article,portico,2009-09-01,2,99,http://doi.org/10.1112/j.1460-244X.2009.tb00564.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1611,2,unigram; bigram; trigram
ark://27927/pbd6dx6qzc,Frontmatter,Models and ComputabilityModels and Computability,2009,,chapter,portico,2009-01-01,,,,S. Barry Cooper; John K. Truss,Cambridge University Press,eng,i,iv,,1687,4,unigram; bigram; trigram
ark://27927/phz8q442sjg,Issue Information,Proceedings of the London Mathematical Society,2019,10.1112/plms.12167,article,portico,2019-06-01,6,118,http://doi.org/10.1112/plms.12167,,"John Wiley & Sons, Inc.",eng,NA,NA,,3830,4,unigram; bigram; trigram
ark://27927/phzq35kf83,Front Matter,Journal of the London Mathematical Society,2012,10.1112/j.1469-7750.2012.tb09294.x,article,portico,2012-06-01,3,85,http://doi.org/10.1112/j.1469-7750.2012.tb09294.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1672,2,unigram; bigram; trigram
ark://27927/phzvjs2qt8,Back Matter,Journal of the London Mathematical Society,2015,10.1112/j.1469-7750.2015.tb09349.x,article,portico,2015-08-01,1,92,http://doi.org/10.1112/j.1469-7750.2015.tb09349.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1643,2,unigram; bigram; trigram
ark://27927/pbd67xrtqg,9 A minimality property of certain branch groups,GroupsGroups,2009,10.1017/CBO9780511550706.010,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511550706.010,T. W. Müller,Cambridge University Press,eng,297,305,,4305,9,unigram; bigram; trigram
ark://27927/pghjm9j122,Asymptotic Cones and Ultrapowers of Lie Groups,Bulletin of Symbolic Logic,2004,10.2178/bsl/1082986261,article,portico,2004-06-01,2,10,http://doi.org/10.2178/bsl/1082986261,Katrin Tent; Linus Kramer,Cambridge University Press,eng,175,185,,5030,11,unigram; bigram; trigram
ark://27927/pbd6hdtqj5,Iterated monodromy groups,Groups St Andrews 2009 in BathGroups St Andrews 2009 in Bath,2009,10.1017/CBO9780511842467.004,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511842467.004,C. M. Campbell; M. R. Quick; E. F. Robertson; C. M. Roney-Dougal; G. C. Smith; G. Traustason,Cambridge University Press,eng,41,93,,22548,53,unigram; bigram; trigram
http://www.jstor.org/stable/23513537,HOMOGENEOUS MATCHBOX MANIFOLDS,Transactions of the American Mathematical Society,2013,,article,jstor,2013-06-01,6,365,http://www.jstor.org/stable/23513537,ALEX CLARK; STEVEN HURDER,American Mathematical Society,eng,3151,3191,,23735,41,unigram; bigram; trigram
ark://27927/phzvkgzcs7,Front Matter,Proceedings of the London Mathematical Society,2014,10.1112/j.1460-244X.2014.tb00720.x,article,portico,2014-09-01,3,109,http://doi.org/10.1112/j.1460-244X.2014.tb00720.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1676,2,unigram; bigram; trigram
ark://27927/pbd6df8pnb,7 Sieving in discrete groups,"Large Sieve and its Applications, TheThe Large Sieve and its Applications",2009,10.1017/CBO9780511542947.009,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511542947.009,E. Kowalski,Cambridge University Press,eng,101,153,,21583,53,unigram; bigram; trigram
ark://27927/phzq1z2gdp,Back Matter,Bulletin of the London Mathematical Society,2015,10.1112/j.1469-2120.2015.tb00555.x,article,portico,2015-08-01,4,47,http://doi.org/10.1112/j.1469-2120.2015.tb00555.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1798,2,unigram; bigram; trigram
ark://27927/phx30f96f9b,Quasi-isometries between groups with two-ended splittings,Mathematical Proceedings of the Cambridge Philosophical Society,2016,10.1017/S0305004116000530,article,portico,2016-06-30,2,162,http://doi.org/10.1017/S0305004116000530,ALEXANDRE MARTIN; CHRISTOPHER H. CASHEN,Cambridge University Press,eng,249,291,,24492,43,unigram; bigram; trigram
ark://27927/phz1d2nj0vc,Back Matter,Proceedings of the London Mathematical Society,2015,10.1112/j.1460-244X.2015.tb00764.x,article,portico,2015-12-01,6,111,http://doi.org/10.1112/j.1460-244X.2015.tb00764.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1874,3,unigram; bigram; trigram
ark://27927/phzvkcj1fm,Front Matter,Proceedings of the London Mathematical Society,2010,10.1112/j.1460-244X.2010.tb00582.x,article,portico,2010-09-01,2,101,http://doi.org/10.1112/j.1460-244X.2010.tb00582.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1623,2,unigram; bigram; trigram
ark://27927/phzq1z2h1g,Front Matter,Bulletin of the London Mathematical Society,2015,10.1112/j.1469-2120.2015.tb00553.x,article,portico,2015-08-01,4,47,http://doi.org/10.1112/j.1469-2120.2015.tb00553.x,,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1798,2,unigram; bigram; trigram
