,id
107,ark://27927/phx191sgv8w
108,ark://27927/phx2tb0d19h
109,ark://27927/pf219mb9x0
111,http://www.jstor.org/stable/3067356
112,ark://27927/pgj21vr9rwz
113,ark://27927/phzbrddbr1h
114,ark://27927/phx7vtmc2j
115,ark://27927/phxdggkgm7
116,http://www.jstor.org/stable/44720723
117,http://www.jstor.org/stable/20534560
118,http://www.jstor.org/stable/2101981
120,ark://27927/pbd6fhj2kd
121,http://www.jstor.org/stable/1415701
122,ark://27927/phz261fm6wz
123,http://www.jstor.org/stable/79263
124,ark://27927/phxhg6s1cr
125,ark://27927/phw9rtsrx8
126,http://www.jstor.org/stable/1971495
127,ark://27927/pfj0xv2k1
128,http://www.jstor.org/stable/2033443
129,ark://27927/pbd68725sg
130,ark://27927/pc01r93z3
131,http://www.jstor.org/stable/41291824
132,ark://27927/pgj2xmz452
133,ark://27927/pgj2xkvvnp
134,ark://27927/pgg1rznf83v
135,ark://27927/pgj2xkv02t
136,http://www.jstor.org/stable/2699822
137,ark://27927/phz80q5n7bm
138,http://www.jstor.org/stable/2033460
139,http://www.jstor.org/stable/26318193
140,ark://27927/phx971144x
141,ark://27927/phx64b14cx0
143,ark://27927/phz5md8hh5g
144,ark://27927/phz1g4h3qxv
145,ark://27927/pgk1b21nh
146,http://www.jstor.org/stable/43678835
147,ark://27927/phz9v66bsdq
148,ark://27927/phzdtx6b0pk
149,ark://27927/pgh3ss1nb9b
150,ark://27927/phz1fqd42xt
151,http://www.jstor.org/stable/98148
152,ark://27927/phx191sgwh8
153,http://www.jstor.org/stable/26480107
154,ark://27927/pgh23jnbbth
155,ark://27927/phx66gnwxg6
156,ark://27927/phx1qq3v58q
157,http://www.jstor.org/stable/2036881
158,ark://27927/pgg1rzpz8xs
159,ark://27927/pbd6g3t167
161,ark://27927/phz3229bd09
163,http://www.jstor.org/stable/1418624
164,http://www.jstor.org/stable/2044729
165,http://www.jstor.org/stable/24491961
166,ark://27927/pc0dfk5v7
167,ark://27927/pc0ns2czc
168,ark://27927/phw7xmn941
169,ark://27927/pghc8r0j20
170,ark://27927/pbd68n8trs
171,ark://27927/pc05448tb2
172,ark://27927/pgj9f92sh4
173,ark://27927/phzkv70wx2g
174,http://www.jstor.org/stable/91069
175,ark://27927/phx7w92205
177,http://www.jstor.org/stable/96614
178,http://www.jstor.org/stable/23513537
179,http://www.jstor.org/stable/41524942
180,ark://27927/phzcpv697wb
181,ark://27927/pgj21tt0d9j
182,ark://27927/phx865rbj0c
183,http://www.jstor.org/stable/2369999
184,ark://27927/phxdfm57tv
185,ark://27927/phzcq2cdpp9
186,ark://27927/pgg1v6kpvrn
187,ark://27927/phx3rqznm8t
188,ark://27927/pbd6b7mghm
189,http://www.jstor.org/stable/1997321
190,ark://27927/phzhf16zx52
191,ark://27927/pgg1rvbd1gj
192,http://www.jstor.org/stable/1996182
193,http://www.jstor.org/stable/2048838
194,ark://27927/phx4r3v53ch
195,ark://27927/phz6pv6zr6h
196,ark://27927/pgf1466vc0g
197,ark://27927/phz6cjn7rgg
198,ark://27927/phx5wpz9cn7
199,http://www.jstor.org/stable/167353
200,ark://27927/pgj2w6c1v0
202,ark://27927/phxczbc0kk
203,ark://27927/phxdm1z8s0
204,ark://27927/pgjr0vtvjn
205,ark://27927/phx3bt775ds
206,ark://27927/pbd69x8tqz
207,http://www.jstor.org/stable/44718540
208,http://www.jstor.org/stable/2873540
209,http://www.jstor.org/stable/2044420
210,ark://27927/phxcz6pbwf
211,ark://27927/phw18812zq5
212,http://www.jstor.org/stable/43686045
213,ark://27927/phxd094sfs
215,ark://27927/pgh1frrh956
216,ark://27927/phz1sdwbr35
218,http://www.jstor.org/stable/43973088
220,ark://27927/pgj2xmczn8
221,ark://27927/phzbh4chdh2
222,http://www.jstor.org/stable/24493160
223,ark://27927/pgh1g1q1gzz
224,ark://27927/pgg1rv9thzv
225,ark://27927/phx5d0cqm45
226,ark://27927/pfnn2bqzn
227,ark://27927/pgj2pcwj52h
228,http://www.jstor.org/stable/2373542
229,ark://27927/pbd99sq55q
230,ark://27927/pbd1r36jnbz
231,ark://27927/pc047rrjvg
232,ark://27927/phx191sgv2k
233,ark://27927/phx4gtrpkzp
234,http://www.jstor.org/stable/25099133
236,ark://27927/pgg1rzpw1qw
237,ark://27927/phx4gtgdffw
238,ark://27927/phx4f17qcf5
239,ark://27927/phx1hs4snpm
240,ark://27927/phx9bhk022
241,http://www.jstor.org/stable/1995486
242,ark://27927/pgg1rzm13kr
243,ark://27927/pgk1gfhg53p
244,http://www.jstor.org/stable/1988728
245,ark://27927/phxdxr7tdq
246,http://www.jstor.org/stable/40302760
247,ark://27927/phxdzcbdhn
249,ark://27927/pgk30v9sz9w
250,http://www.jstor.org/stable/120100
251,ark://27927/phxdk9gddw
252,ark://27927/phx3nkj6s59
253,ark://27927/phx9b7gmnw
254,ark://27927/phz8q442njd
255,ark://27927/phx59jm75tb
256,ark://27927/pbd9b10wv2
257,ark://27927/pgj239xhp5m
258,ark://27927/pc015b9vf1
259,ark://27927/pbd98f4c3f
260,http://www.jstor.org/stable/41106121
261,http://www.jstor.org/stable/1999808
262,ark://27927/phzhphv6dr1
264,ark://27927/pbd6bgt896
265,http://www.jstor.org/stable/2001437
266,http://www.jstor.org/stable/43692475
267,ark://27927/pbd6bx5dk4
268,http://www.jstor.org/stable/1993739
269,ark://27927/phzkswswsq
270,ark://27927/pgh1277w03n
271,ark://27927/phx9cwcvzt
272,ark://27927/pgk3xwc2hwz
273,http://www.jstor.org/stable/116487
274,ark://27927/phz1gxgcwwt
275,http://www.jstor.org/stable/1998602
276,http://www.jstor.org/stable/3028568
277,ark://27927/phx4r5nk1tk
278,ark://27927/pgj2v78zr5
279,ark://27927/phx1t3pnrzz
280,ark://27927/pgf147f4wn4
281,ark://27927/phz30q397b5
282,ark://27927/pgj4488snb
283,ark://27927/pgg59m399jr
284,ark://27927/phzgnt1f6nw
285,ark://27927/phx1g4rj4kn
286,http://www.jstor.org/stable/41635459
287,ark://27927/pghbzxstdn
288,ark://27927/pgj1d1n79s5
289,ark://27927/phx4vj46n1v
290,ark://27927/phx504f2k3x
291,ark://27927/pbd1r2wxcbp
292,http://www.jstor.org/stable/3845566
293,ark://27927/phxkm22525
294,ark://27927/pgg2jxgpx1c
296,ark://27927/phxdxwx3zg
297,http://www.jstor.org/stable/2037691
298,http://www.jstor.org/stable/24715796
299,ark://27927/pgj21sq9jv1
300,ark://27927/phxbwbng01
301,ark://27927/phx5wq0w7vj
302,ark://27927/pgh1hf51dmk
304,ark://27927/phxczfb0mw
305,ark://27927/phwh8q95b
306,http://www.jstor.org/stable/23772605
307,ark://27927/phxb1tkmpq
308,ark://27927/pgk11sz5jzv
309,ark://27927/phz2kx47skc
310,http://www.jstor.org/stable/43736735
311,ark://27927/pbd6cj642s
314,http://www.jstor.org/stable/1993558
315,ark://27927/pgg1rvbczbt
316,ark://27927/phxd030knq
319,ark://27927/pgg1rzjb60c
320,ark://27927/phxbw7ccp3
321,ark://27927/phz1d9zfr33
322,ark://27927/phzbztfdpn2
324,http://www.jstor.org/stable/2042233
325,http://www.jstor.org/stable/25190427
326,ark://27927/phz6g7cvfn3
328,http://www.jstor.org/stable/108397
329,ark://27927/phx64b1d7zb
330,http://www.jstor.org/stable/2037792
331,http://www.jstor.org/stable/188387
332,ark://27927/pgh32jdn499
333,ark://27927/phxczbc05c
334,ark://27927/phxczg8pnk
335,ark://27927/phx4nc1fxjz
336,http://www.jstor.org/stable/2032964
337,http://www.jstor.org/stable/2032845
338,ark://27927/pgj2xkwhzz
339,ark://27927/pgk28rt0pqf
340,ark://27927/phx9zs3vkr
341,http://www.jstor.org/stable/1995924
342,ark://27927/pbd6g0b4kv
343,ark://27927/phx2t7096v7
344,http://www.jstor.org/stable/2000845
346,ark://27927/phx7w9phqc
347,http://www.jstor.org/stable/37597
348,http://www.jstor.org/stable/2045086
349,ark://27927/pgk1gfhj8pk
350,ark://27927/phx5d0q1tsk
351,ark://27927/pbd6cj648w
352,ark://27927/pghbxqkxrq
353,ark://27927/pc015brxd9
354,ark://27927/phxb03fdc9
355,ark://27927/pgj2t9ns7c
356,ark://27927/phxdk9gdz5
358,ark://27927/phzkqxcgr9n
359,ark://27927/phx5d113rx5
360,http://www.jstor.org/stable/26411485
361,ark://27927/pbd6d5vc73
362,ark://27927/pf1zmn1wrd
363,http://www.jstor.org/stable/26242119
364,ark://27927/pgg1rzm3shz
365,ark://27927/phx68kvmxcc
366,ark://27927/pbd1kwkdrd7
367,ark://27927/phx4n13kb1k
369,http://www.jstor.org/stable/2668842
370,ark://27927/pgk2wzt5zmn
371,ark://27927/phzbtvrn593
372,ark://27927/pgk2ghjq0g5
373,ark://27927/phzb1gsr450
374,ark://27927/pgk1ggsx664
376,http://www.jstor.org/stable/2047968
377,ark://27927/pgg1rv9v79q
378,ark://27927/phx4nc1ptc1
379,ark://27927/pbd6h2fwcx
380,ark://27927/pgg40kxg3bb
381,http://www.jstor.org/stable/44723980
382,ark://27927/pc052gq46j
383,http://www.jstor.org/stable/3081046
384,ark://27927/phzjzfkz0cb
385,ark://27927/phx1bvc5v25
386,ark://27927/phz2g0x3wq6
387,http://www.jstor.org/stable/26120890
388,ark://27927/phx5qg40jjp
391,ark://27927/phx4gthj6ph
392,ark://27927/pbd69x8tx2
393,ark://27927/phz6pv7p5wb
394,ark://27927/phw23pdq3c7
396,http://www.jstor.org/stable/79566
397,http://www.jstor.org/stable/2154898
398,http://www.jstor.org/stable/24715495
399,ark://27927/phx4dwnnz5x
400,ark://27927/phx64715rf6
401,ark://27927/phzh9j1g1j
402,ark://27927/pgj9fjs0px
403,http://www.jstor.org/stable/3080959
404,ark://27927/phx1bvc5vsr
405,ark://27927/pgk1q9vmv
406,http://www.jstor.org/stable/43302883
407,ark://27927/phx4f1z5jqv
408,ark://27927/pgj21ssmtn3
410,ark://27927/phxbwfcvzg
412,http://www.jstor.org/stable/1414111
413,ark://27927/pbd6dvprp5
414,ark://27927/pgh1gg7xfq7
415,ark://27927/pbd6h2kf5b
416,http://www.jstor.org/stable/24903371
417,http://www.jstor.org/stable/2154097
418,ark://27927/pgf145xw6fj
419,http://www.jstor.org/stable/2155471
420,ark://27927/pgj2xkw5dv
421,ark://27927/pbd1r34s138
422,ark://27927/pgj238smfb0
423,http://www.jstor.org/stable/44553889
424,http://www.jstor.org/stable/122269
425,ark://27927/phzdpzwrzp
426,ark://27927/phx82sp89vm
427,ark://27927/phzbwrfrn52
428,ark://27927/pgk1gfmz3hc
429,ark://27927/phz6pv68p2m
430,ark://27927/phz896dv1rc
431,http://www.jstor.org/stable/118765
432,ark://27927/phxb1pnttx
433,http://www.jstor.org/stable/2000126
434,ark://27927/pgh125crg1t
435,ark://27927/phz5qwj3z4c
436,ark://27927/pghbwwfkjp
437,ark://27927/pgh3htr87x6
438,ark://27927/phz6gdkrn5s
439,http://www.jstor.org/stable/2037241
440,ark://27927/phx2hrqnckf
441,ark://27927/pbd6g3f2r2
442,ark://27927/pgj21vr74cd
443,http://www.jstor.org/stable/2154436
444,ark://27927/phx4nc562cp
446,ark://27927/phx4rzn74jd
447,ark://27927/pgj2xkvvb1
448,http://www.jstor.org/stable/87161
449,http://www.jstor.org/stable/4097643
450,ark://27927/pgj2w8mzx1
451,ark://27927/phx68kxdqp7
452,http://www.jstor.org/stable/44699217
453,ark://27927/pgj2xmz42h
455,http://www.jstor.org/stable/24904096
456,ark://27927/phxbw5kb04
458,ark://27927/pbd9d8qbk8
459,http://www.jstor.org/stable/24902954
460,ark://27927/pgk1gfjhpdb
461,ark://27927/pbd69bmj37
462,ark://27927/pgg1s05sfkh
463,ark://27927/phwchn17fw
465,ark://27927/pgg57t0k22n
467,http://www.jstor.org/stable/2975032
468,ark://27927/phwfdx4mcc
469,ark://27927/phzcpnhqqjd
470,ark://27927/pc04q1ct45
472,ark://27927/phz1hnb0zq2
473,ark://27927/phx3pfzxm4d
474,ark://27927/pgk2jm9gx
475,ark://27927/phzdq6gmgd
476,ark://27927/phx5d09n8mv
477,ark://27927/phxgh3f8p3
478,http://www.jstor.org/stable/26316222
479,http://www.jstor.org/stable/121006
481,ark://27927/phzg8s3zc36
482,ark://27927/pgj9f9kwjt
483,ark://27927/pgj2xkw03s
484,ark://27927/phz1mszqp0b
486,ark://27927/pgh6r5wqk
487,http://www.jstor.org/stable/2693775
488,http://www.jstor.org/stable/23513449
490,http://www.jstor.org/stable/1993713
491,http://www.jstor.org/stable/2038864
492,ark://27927/phxdzj80zr
493,ark://27927/phx4f1tsffs
494,ark://27927/pbd6fmtd4b
495,ark://27927/pgj21ttjtd4
496,ark://27927/phx7w9pmfp
497,ark://27927/pgk2102snxq
498,ark://27927/phxcs5x021
499,http://www.jstor.org/stable/3374842
500,http://www.jstor.org/stable/41635469
501,ark://27927/phx4fjgmd78
502,http://www.jstor.org/stable/2161135
504,ark://27927/phx6bkr6r99
505,ark://27927/pgh372zk02p
506,ark://27927/phx4ndjjbvq
507,ark://27927/phx64b1f9cg
508,ark://27927/pgg1v3dv6cp
509,ark://27927/pfj10crzm
510,http://www.jstor.org/stable/44633310
511,ark://27927/phz6nqn9gtx
512,http://www.jstor.org/stable/1194462
513,http://www.jstor.org/stable/43685324
514,ark://27927/phx5qg2g1r3
515,ark://27927/phx2953gjk7
517,ark://27927/phz4b8vxqc8
518,ark://27927/pc08s5c6k0
519,ark://27927/pgg40hmtfc1
520,http://www.jstor.org/stable/3072959
521,http://www.jstor.org/stable/44238144
522,ark://27927/pgg1rzm37tn
523,ark://27927/pc04qwsv7x
524,ark://27927/phxdz2qqn8
525,ark://27927/pbd6bzkzvs
526,ark://27927/phxkm32nq5
527,http://www.jstor.org/stable/3072933
528,ark://27927/phz6g7ctvcd
529,ark://27927/pbd69q0jkz
530,http://www.jstor.org/stable/1997587
531,http://www.jstor.org/stable/2001231
532,ark://27927/phxffm78mg
535,http://www.jstor.org/stable/1997453
536,ark://27927/phx5q9wkc1t
537,http://www.jstor.org/stable/688130
538,ark://27927/phx1wb5v96x
539,http://www.jstor.org/stable/2001121
540,ark://27927/pc0hn03bc
542,ark://27927/pc044wnv1k
543,ark://27927/phx9b7d8rq
544,http://www.jstor.org/stable/118678
546,ark://27927/phx4dm67f34
547,ark://27927/phz6cq407r3
549,ark://27927/pgj2xkvpbm
550,ark://27927/pgk2h1czwgb
551,ark://27927/pgj2f9n3m6j
552,ark://27927/pgk3kfdw3x5
554,ark://27927/phx4gkhvx5j
556,ark://27927/phz8c5t8wfv
557,ark://27927/phx33qsk09n
558,ark://27927/phx5z70vn10
559,http://www.jstor.org/stable/2026759
560,http://www.jstor.org/stable/23513584
561,ark://27927/pgh1gdj1g1c
562,ark://27927/pgg1rvbdktb
564,http://www.jstor.org/stable/40864467
565,http://www.jstor.org/stable/26554711
566,ark://27927/phx514qtq21
567,ark://27927/pf1zmn1w5m
568,http://www.jstor.org/stable/2373521
569,ark://27927/pgh1hf3pkhs
571,ark://27927/pf1jzjfhrw
572,ark://27927/phz6pw5k4b2
573,ark://27927/pfdcvd2hg
574,ark://27927/phz69f568rw
575,http://www.jstor.org/stable/2038684
576,ark://27927/phx81rgkxf5
577,ark://27927/phz2brxmc60
578,ark://27927/pbd6gp3jfq
579,ark://27927/phz5sms4q0m
580,http://www.jstor.org/stable/44239370
581,ark://27927/phx1sv154ft
582,ark://27927/pgk1gfcjqd3
583,ark://27927/pbd69vts0z
584,http://www.jstor.org/stable/43461110
585,ark://27927/phz78r86j44
586,http://www.jstor.org/stable/1996811
589,http://www.jstor.org/stable/25663364
590,http://www.jstor.org/stable/24522730
591,ark://27927/phx7xvb188t
592,ark://27927/pf1jzjgwwq
593,ark://27927/phxm6w9mtp
594,ark://27927/pbd1r36jnrk
595,ark://27927/phzhrkm7dqd
596,ark://27927/pgg1rznf539
598,ark://27927/pgh2rg7vgmh
599,ark://27927/phw10rgm69g
600,ark://27927/phxd0bq880
601,ark://27927/pc04qczh6m
602,ark://27927/phzgkvwqwfn
604,ark://27927/phx4zv4w74t
607,ark://27927/pbd68n8t92
608,http://www.jstor.org/stable/43685623
609,ark://27927/phx7w9q9qx
610,ark://27927/pgk1q6b25
611,ark://27927/phz6pw5k3mz
613,ark://27927/pgg1rzpv0v3
614,ark://27927/pgg1rzmp56w
615,ark://27927/phxgcq94vw
616,ark://27927/pgj2w94rtq
617,ark://27927/phw1z4fdpxg
618,http://www.jstor.org/stable/2048797
619,http://www.jstor.org/stable/23807762
620,http://www.jstor.org/stable/26485141
621,ark://27927/pgj2w8bgff
622,http://www.jstor.org/stable/100868
623,ark://27927/phxnr6ht9n
624,ark://27927/phzjzfm2ccx
625,http://www.jstor.org/stable/26159745
626,ark://27927/phzg5dnr992
627,ark://27927/pghjkws209
628,ark://27927/phxd0d89bh
630,ark://27927/phx4zv1w24w
631,ark://27927/phx5134zttm
632,ark://27927/pbd98kskg6
633,http://www.jstor.org/stable/2000276
634,ark://27927/phz7qmj18qt
637,ark://27927/phx3bttq5ww
638,ark://27927/phz1h01wqb1
639,ark://27927/phz6rs2d06j
640,http://www.jstor.org/stable/40233259
641,http://www.jstor.org/stable/24901151
642,ark://27927/pgg1rzpw1g1
643,ark://27927/pbd1ph6hjd7
644,ark://27927/phz6pw5k3h9
645,ark://27927/phx7x25d80z
646,ark://27927/pgk1gfk6vfk
647,ark://27927/pgj239wtbrq
648,http://www.jstor.org/stable/20489040
649,ark://27927/phz8bknx5hm
651,ark://27927/phx84ckwq6g
652,http://www.jstor.org/stable/2668912
653,ark://27927/phz9m0sgf8r
654,ark://27927/pgj2ch83htq
655,ark://27927/pgj1gknjqbx
658,http://www.jstor.org/stable/43636891
660,ark://27927/phxbw7ppgc
661,http://www.jstor.org/stable/1968863
662,ark://27927/pgj2c58jn83
663,ark://27927/phxdc0k3xn
664,ark://27927/pc053zv19m
665,http://www.jstor.org/stable/23267946
666,http://www.jstor.org/stable/94418
667,http://www.jstor.org/stable/1418593
668,ark://27927/pgk14bxt661
670,ark://27927/phw87h5jjv
671,http://www.jstor.org/stable/2045044
673,http://www.jstor.org/stable/1994020
674,http://www.jstor.org/stable/119372
675,ark://27927/pgh21914s9b
676,ark://27927/phx4dk5mfxt
678,http://www.jstor.org/stable/1969427
679,ark://27927/pgg3z7c80bv
680,http://www.jstor.org/stable/2397614
681,http://www.jstor.org/stable/2033193
682,ark://27927/pgg32dj4p1r
683,ark://27927/phz6g7cv0dh
685,ark://27927/phx66fnvp7t
686,ark://27927/pgf8gfzhzd
687,ark://27927/phx641vn04w
688,ark://27927/pbd6gvfjnc
689,http://www.jstor.org/stable/687825
690,ark://27927/pc0hmf97m
691,http://www.jstor.org/stable/10.1086/524421
692,ark://27927/pbd6gx8w5j
693,ark://27927/pgj2f71mbtp
694,http://www.jstor.org/stable/20535597
695,http://www.jstor.org/stable/24902297
696,ark://27927/phz356j0wn
697,ark://27927/pgj2vjxq0n
698,http://www.jstor.org/stable/3541620
699,ark://27927/pbd6fxwzxk
700,http://www.jstor.org/stable/3845500
701,http://www.jstor.org/stable/43826438
704,ark://27927/pgg1tjrdqmh
705,ark://27927/phz6pv1vqwb
706,ark://27927/pgh1fn7tttt
707,ark://27927/pgj2w3djmt
708,ark://27927/phxb1x1107
709,ark://27927/pgk1ggmtt9d
710,http://www.jstor.org/stable/1995380
711,http://www.jstor.org/stable/2161341
713,ark://27927/pgh1277w201
714,http://www.jstor.org/stable/1418115
715,ark://27927/pbd6bdpvfv
716,http://www.jstor.org/stable/24717623
717,ark://27927/pbd6bzm2r4
718,http://www.jstor.org/stable/26470946
719,http://www.jstor.org/stable/119501
720,ark://27927/pgk3cfv3h67
721,ark://27927/phxd0b6c55
722,http://www.jstor.org/stable/2047361
723,http://www.jstor.org/stable/1971066
724,ark://27927/pc054512xh
726,http://www.jstor.org/stable/2039822
727,ark://27927/pgh3wc884sz
728,ark://27927/phx4f1z68q6
729,http://www.jstor.org/stable/2040189
730,ark://27927/phxnrr2dcp
731,ark://27927/phxb1pf997
732,ark://27927/phz51qzddqj
733,ark://27927/pgj21tt0f92
734,ark://27927/phz5hfw6z9d
735,ark://27927/pgk3x0hf6x6
736,ark://27927/pgh1hdxf1j1
737,ark://27927/phz9f4v227c
738,ark://27927/pc0crfgsq
739,ark://27927/pc0pxxzfz
740,ark://27927/phxb1zhqjv
742,ark://27927/phw196fptqq
743,ark://27927/phxbw9dfd6
744,ark://27927/pgg1rzpvkjx
745,ark://27927/phx55dsb3rq
747,ark://27927/pbd6f7st02
749,ark://27927/pgh12w6tnsz
752,ark://27927/pf8sk2922
753,ark://27927/pgj21snvxw3
754,ark://27927/pgk165hknwq
756,http://www.jstor.org/stable/24718858
757,ark://27927/phx4f9xp6j1
758,http://www.jstor.org/stable/1969323
759,ark://27927/phz6pv4kgt3
761,http://www.jstor.org/stable/2162187
762,ark://27927/phz2jkrf24s
763,http://www.jstor.org/stable/40485455
764,ark://27927/phxbkbrk50
765,http://www.jstor.org/stable/221967
766,ark://27927/pgjqj47mk6
767,ark://27927/pbd1pgzsffj
768,ark://27927/phx96zcn70
770,ark://27927/phw9v92fbn
772,ark://27927/phzbj6w5f2h
773,ark://27927/phx4dj1pj2b
774,http://www.jstor.org/stable/2154474
775,http://www.jstor.org/stable/91130
777,http://www.jstor.org/stable/2374171
778,ark://27927/pgg1rzhn2m4
779,ark://27927/pbd98pg8w8
780,ark://27927/phz6pv6n2s6
781,ark://27927/pgk1d3jgcb6
782,ark://27927/phxdzgmvnt
783,http://www.jstor.org/stable/40068030
784,ark://27927/phw16pdg3fr
785,ark://27927/pgj2w73hz4
786,ark://27927/pbd6j15zw1
787,ark://27927/phx4f5mdqcg
788,ark://27927/phxbw67f8n
789,ark://27927/pgh3pdx5n73
790,ark://27927/phxbwbm06x
791,http://www.jstor.org/stable/1194488
793,http://www.jstor.org/stable/2041844
794,ark://27927/pgh3xd4bj0f
795,http://www.jstor.org/stable/44238738
796,ark://27927/phxb1tctc8
797,http://www.jstor.org/stable/1414165
798,http://www.jstor.org/stable/44239429
799,ark://27927/phz6pv6zrm4
800,ark://27927/pgj2c5mq32d
801,http://www.jstor.org/stable/24715481
802,ark://27927/pbd67xn4w2
803,ark://27927/pgj21snt230
804,ark://27927/pgh372w460h
805,ark://27927/phzkrj0cvjh
806,ark://27927/pgh28xhjqh
807,ark://27927/phzgvcj04b7
808,http://www.jstor.org/stable/2044535
809,ark://27927/pbd6gqv7wc
810,ark://27927/phxm3dz5vh
811,http://www.jstor.org/stable/25801451
812,ark://27927/phx7nvcn4f
813,ark://27927/pgknn70f3d
814,http://www.jstor.org/stable/41241856
815,http://www.jstor.org/stable/24106038
816,ark://27927/pf1zmn1vz1
818,ark://27927/pc013v5b38
819,ark://27927/phx7xqv3c0
820,ark://27927/pgg1tqj733w
821,ark://27927/phzj6mbrfk2
822,ark://27927/phxdzjksvb
823,ark://27927/pc04q1j59t
824,http://www.jstor.org/stable/3845067
825,ark://27927/phx64b1rh9t
826,http://www.jstor.org/stable/1998784
827,ark://27927/phx6bkkh7p
828,ark://27927/pbd6dvqbvd
829,ark://27927/phz6pv8g6f7
830,ark://27927/pgk1cpbx7
831,http://www.jstor.org/stable/43685672
832,ark://27927/phxb1snfgp
833,ark://27927/phz4tbm1vxm
834,ark://27927/pgf147h5knv
835,ark://27927/phx641wbmx0
836,ark://27927/phx2bwvjn2d
838,ark://27927/phz2h5d5kz3
839,ark://27927/phz6g7ctvpc
840,ark://27927/pbd1phr6twx
841,ark://27927/pgh23jnbb08
842,ark://27927/pgg1rzp9r22
843,ark://27927/phx5d0q6q85
844,http://www.jstor.org/stable/1990250
845,ark://27927/phz6pv97f4z
846,ark://27927/pgj445q131
847,http://www.jstor.org/stable/1194404
848,ark://27927/phx4djmbm02
849,ark://27927/pgk13hcv3qr
850,ark://27927/pbd9d8qfqs
851,ark://27927/phx64b7tphc
852,http://www.jstor.org/stable/40656963
853,ark://27927/pgk1cwvzx
854,ark://27927/pbd6gp2jqd
855,ark://27927/pgg1rv89b3s
856,ark://27927/pbd1ph6hgz1
857,ark://27927/pgj2xm65nx
858,ark://27927/pghjkws2h2
859,http://www.jstor.org/stable/2044677
860,ark://27927/phx37vrgxk9
861,http://www.jstor.org/stable/1999010
862,ark://27927/phx9crccg5
863,ark://27927/phx191hpsh1
864,ark://27927/phx97379cg
865,ark://27927/pgk3bwd854j
866,ark://27927/pgh1g01w1kv
